normalized_artists,normalized_title,source_position,video_id,video_url,reason,best_match_score,best_match_title,best_match_artist,best_match_id
Urfaust,Meditatum I,291,c8XEfqWj6nk,https://music.youtube.com/watch?v=c8XEfqWj6nk,not_found,0.0000,,,
Nirvana,Half The Man I Used To Be.wmv,294,XH_vR2mvaRs,https://music.youtube.com/watch?v=XH_vR2mvaRs,manual_reject_broader,,,,
Black Label Society,S.D.M.F.,295,O1bioFfEBK4,https://music.youtube.com/watch?v=O1bioFfEBK4,not_found,0.0000,,,
传统艺术团,老鹰之歌 (纯音乐版),297,j1Irg6TLcaQ,https://music.youtube.com/watch?v=j1Irg6TLcaQ,not_found,0.0000,,,
Wounded Masquerade,you (acoustic),298,8m_u47W39w8,https://music.youtube.com/watch?v=8m_u47W39w8,not_found,0.0000,,,
Wounded Masquerade,gone to waste,331,erHLmzjUrnw,https://music.youtube.com/watch?v=erHLmzjUrnw,manual_reject_broader,,,,
HIM,Love's Requiem,336,1ZZzO3zF9mY,https://music.youtube.com/watch?v=1ZZzO3zF9mY,not_found,0.0000,,,
HIM,Join Me In Death (Demo 1998) [Sub. Español],338,aPKbzCgh-J0,https://music.youtube.com/watch?v=aPKbzCgh-J0,not_found,0.0000,,,
HIM,Gone With The Sin (Versión 1998) / Sub Español,339,FEXV_ky7vEw,https://music.youtube.com/watch?v=FEXV_ky7vEw,not_found,0.0000,,,
Dido,Thank You,345,Ezi1Owv_rag,https://music.youtube.com/watch?v=Ezi1Owv_rag,manual_reject_broader,,,,
INTHEWHALE,Waves,346,e4IBQ5f_tFg,https://music.youtube.com/watch?v=e4IBQ5f_tFg,manual_reject_broader,,,,
Decalius,Isolated From Life,359,DOMRnLat1AE,https://music.youtube.com/watch?v=DOMRnLat1AE,not_found,0.0000,,,
Urfaust,Trúbadóirí Ólta an Diabhail (Side A),362,jWrRU__3MvI,https://music.youtube.com/watch?v=jWrRU__3MvI,not_found,0.0000,,,
VXLLAIN; VØJ; Narvent,Distant Echoes,364,87Nk5cVwD9A,https://music.youtube.com/watch?v=87Nk5cVwD9A,not_found,0.0000,,,
Wounded Masquerade,Cling to Past Memories,368,m7yPJ-1cd4c,https://music.youtube.com/watch?v=m7yPJ-1cd4c,not_found,0.0000,,,
Blade and Bath,Alcoholic and Drug Addicted,369,8HZVv5neY_E,https://music.youtube.com/watch?v=8HZVv5neY_E,not_found,0.0000,,,
Gutalax,Asshole Ghost Wishmaster,373,jnW1ssqjKVs,https://music.youtube.com/watch?v=jnW1ssqjKVs,not_found,0.0000,,,
Gutalax,Vykouření dařbujána vietnamského veterána,375,6tDwv7Xqgr8,https://music.youtube.com/watch?v=6tDwv7Xqgr8,not_found,0.0000,,,
Hell,Helmzmen,378,BjWEvOMeuP0,https://music.youtube.com/watch?v=BjWEvOMeuP0,not_found,0.0000,,,
Blade and Bath,Blade and Bath,379,KwYZGHXUgEU,https://music.youtube.com/watch?v=KwYZGHXUgEU,not_found,0.0000,,,
Urfaust,Vom Gesicht und Rätsel,383,g9wS2V4cHcc,https://music.youtube.com/watch?v=g9wS2V4cHcc,not_found,0.0000,,,
None,It's Painless to Let Go,385,IHYxs17nGaw,https://music.youtube.com/watch?v=IHYxs17nGaw,not_found,0.0000,,,
Andy Williams,"Love Theme From ""The Godfather"" (Speak Softly Love)",387,T7AefIn3A80,https://music.youtube.com/watch?v=T7AefIn3A80,not_found,0.0000,,,
Wounded Masquerade,Would my ending bring you peace?,389,2EGOdTxOaJA,https://music.youtube.com/watch?v=2EGOdTxOaJA,not_found,0.0000,,,
Wounded Masquerade,All moments were in vain,398,XeUHNN7L5Jo,https://music.youtube.com/watch?v=XeUHNN7L5Jo,not_found,0.0000,,,
Decalius,A Miserable Life...,399,DEuhdR9Cf_E,https://music.youtube.com/watch?v=DEuhdR9Cf_E,not_found,0.0000,,,
Wounded Masquerade,Forlorn (Closure),400,_Flb0fJTx6U,https://music.youtube.com/watch?v=_Flb0fJTx6U,not_found,0.0000,,,
Nergot Traurig,Sacrimoon - A Moment of My Depression,406,aZweCOPNn48,https://music.youtube.com/watch?v=aZweCOPNn48,not_found,0.0000,,,
Wounded Masquerade,It hurt most when it came from you,407,A-pFep2MB9U,https://music.youtube.com/watch?v=A-pFep2MB9U,not_found,0.0000,,,
Blade and Bath,Eternal Nothingness,410,5VxS4SESIYk,https://music.youtube.com/watch?v=5VxS4SESIYk,not_found,0.0000,,,
Decalius,Hated By Life Itself,411,5J-2DhvuClQ,https://music.youtube.com/watch?v=5J-2DhvuClQ,not_found,0.0000,,,
Decalius,Excluded From Humanity,412,HDD3m9RPAZY,https://music.youtube.com/watch?v=HDD3m9RPAZY,not_found,0.0000,,,
Wounded Masquerade,X,413,FmZ6GAAccgk,https://music.youtube.com/watch?v=FmZ6GAAccgk,not_found,0.0000,,,
Enrico Macias,Zingarella,423,vxNFXkXj8Z4,https://music.youtube.com/watch?v=vxNFXkXj8Z4,manual_reject_broader,,,,
Dopelord,Ghost Cargo from the Bong,424,P5bPuzrMQGc,https://music.youtube.com/watch?v=P5bPuzrMQGc,not_found,0.0000,,,
Blade and Bath & Saad,Tears of Broken Memories,427,4jtnVs_AeV8,https://music.youtube.com/watch?v=4jtnVs_AeV8,manual_reject_broader,,,,
Acrania,The Depopulation Programme,439,r74SSdxFSx0,https://music.youtube.com/watch?v=r74SSdxFSx0,not_found,0.0000,,,
Static-X,Take Control,473,UDcfUx1a0IY,https://music.youtube.com/watch?v=UDcfUx1a0IY,manual_reject_broader,,,,
Океан Ельзи,Не питай,491,xcEgCjWbb3A,https://music.youtube.com/watch?v=xcEgCjWbb3A,not_found,0.0000,,,
